"rgn_id","resilience.score"
1,0.5
2,0.5
3,0.5
4,0.5
5,0.5
6,0.875
7,0.875
8,0.875
9,0.875
10,NA
11,0.75
12,0.75
13,0.75
14,0.75
15,0.625
16,0.625
17,0.75
18,0.5
19,0.5
20,1
21,0.625
22,0.625
23,0.5
24,0.5
25,0.5
