"Country","finished","status","url_github_repo","url_shiny_app","error"
"Gibraltar",TRUE,"","https://github.com/OHI-Science/ohi-gibraltar","https://ohi-science.shinyapps.io/gibraltar",""
"Greece",TRUE,"","https://github.com/OHI-Science/ohi-greece","https://ohi-science.shinyapps.io/greece",""
"Greenland",TRUE,"","https://github.com/OHI-Science/ohi-greenland","https://ohi-science.shinyapps.io/greenland",""
"Grenada",TRUE,"","https://github.com/OHI-Science/ohi-grenada","https://ohi-science.shinyapps.io/grenada",""
"Guatemala",TRUE,"","https://github.com/OHI-Science/ohi-guatemala","https://ohi-science.shinyapps.io/guatemala",""
"Guinea",TRUE,"","https://github.com/OHI-Science/ohi-guinea","https://ohi-science.shinyapps.io/guinea",""
"Guinea Bissau",TRUE,"","https://github.com/OHI-Science/ohi-guinea_bissau","https://ohi-science.shinyapps.io/guinea_bissau",""
"Haiti",TRUE,"","https://github.com/OHI-Science/ohi-haiti","https://ohi-science.shinyapps.io/haiti",""
"Honduras",TRUE,"","https://github.com/OHI-Science/ohi-honduras","https://ohi-science.shinyapps.io/honduras",""
"Iceland",TRUE,"","https://github.com/OHI-Science/ohi-iceland","https://ohi-science.shinyapps.io/iceland",""
"India",TRUE,"","https://github.com/OHI-Science/ohi-india","https://ohi-science.shinyapps.io/india",""
"Indonesia",TRUE,"","https://github.com/OHI-Science/ohi-indonesia","https://ohi-science.shinyapps.io/indonesia",""
"Iran",TRUE,"","https://github.com/OHI-Science/ohi-iran","https://ohi-science.shinyapps.io/iran",""
"Ireland",TRUE,"","https://github.com/OHI-Science/ohi-ireland","https://ohi-science.shinyapps.io/ireland",""
"Italy",TRUE,"","https://github.com/OHI-Science/ohi-italy","https://ohi-science.shinyapps.io/italy",""
"Jamaica",TRUE,"","https://github.com/OHI-Science/ohi-jamaica","https://ohi-science.shinyapps.io/jamaica",""
"Japan",TRUE,"","https://github.com/OHI-Science/ohi-japan","https://ohi-science.shinyapps.io/japan",""
"Jordan",TRUE,"","https://github.com/OHI-Science/ohi-jordan","https://ohi-science.shinyapps.io/jordan",""
"Kuwait",TRUE,"","https://github.com/OHI-Science/ohi-kuwait","https://ohi-science.shinyapps.io/kuwait",""
"Lebanon",TRUE,"","https://github.com/OHI-Science/ohi-lebanon","https://ohi-science.shinyapps.io/lebanon",""
"Liberia",TRUE,"","https://github.com/OHI-Science/ohi-liberia","https://ohi-science.shinyapps.io/liberia",""
"Libya",TRUE,"","https://github.com/OHI-Science/ohi-libya","https://ohi-science.shinyapps.io/libya",""
"Madagascar",TRUE,"","https://github.com/OHI-Science/ohi-madagascar","https://ohi-science.shinyapps.io/madagascar",""
"Malaysia",TRUE,"","https://github.com/OHI-Science/ohi-malaysia","https://ohi-science.shinyapps.io/malaysia",""
"Maldives",TRUE,"","https://github.com/OHI-Science/ohi-maldives","https://ohi-science.shinyapps.io/maldives",""
"Malta",TRUE,"","https://github.com/OHI-Science/ohi-malta","https://ohi-science.shinyapps.io/malta",""
"Mauritius",TRUE,"","https://github.com/OHI-Science/ohi-mauritius","https://ohi-science.shinyapps.io/mauritius",""
"Mayotte",TRUE,"","https://github.com/OHI-Science/ohi-mayotte","https://ohi-science.shinyapps.io/mayotte",""
"Mexico",TRUE,"","https://github.com/OHI-Science/ohi-mexico","https://ohi-science.shinyapps.io/mexico",""
"Montenegro",TRUE,"","https://github.com/OHI-Science/ohi-montenegro","https://ohi-science.shinyapps.io/montenegro",""
"Montserrat",TRUE,"","https://github.com/OHI-Science/ohi-montserrat","https://ohi-science.shinyapps.io/montserrat",""
"Morocco",TRUE,"","https://github.com/OHI-Science/ohi-morocco","https://ohi-science.shinyapps.io/morocco",""
"Mozambique",TRUE,"","https://github.com/OHI-Science/ohi-mozambique","https://ohi-science.shinyapps.io/mozambique",""
"Myanmar",TRUE,"","https://github.com/OHI-Science/ohi-myanmar","https://ohi-science.shinyapps.io/myanmar",""
"Namibia",TRUE,"","https://github.com/OHI-Science/ohi-namibia","https://ohi-science.shinyapps.io/namibia",""
"Nauru",TRUE,"","https://github.com/OHI-Science/ohi-nauru","https://ohi-science.shinyapps.io/nauru",""
"Netherlands",TRUE,"","https://github.com/OHI-Science/ohi-netherlands","https://ohi-science.shinyapps.io/netherlands",""
"New Caledonia",TRUE,"","https://github.com/OHI-Science/ohi-new_caledonia","https://ohi-science.shinyapps.io/new_caledonia",""
"New Zealand",TRUE,"","https://github.com/OHI-Science/ohi-new_zealand","https://ohi-science.shinyapps.io/new_zealand",""
"Nicaragua",TRUE,"","https://github.com/OHI-Science/ohi-nicaragua","https://ohi-science.shinyapps.io/nicaragua",""
"North Korea",TRUE,"","https://github.com/OHI-Science/ohi-north_korea","https://ohi-science.shinyapps.io/north_korea",""
"Norway",TRUE,"","https://github.com/OHI-Science/ohi-norway","https://ohi-science.shinyapps.io/norway",""
"Pakistan",TRUE,"","https://github.com/OHI-Science/ohi-pakistan","https://ohi-science.shinyapps.io/pakistan",""
"Palau",TRUE,"","https://github.com/OHI-Science/ohi-palau","https://ohi-science.shinyapps.io/palau",""
"Panama",TRUE,"","https://github.com/OHI-Science/ohi-panama","https://ohi-science.shinyapps.io/panama",""
"Papua New Guinea",TRUE,"","https://github.com/OHI-Science/ohi-papua_new_guinea","https://ohi-science.shinyapps.io/papua_new_guinea",""
"Peru",TRUE,"","https://github.com/OHI-Science/ohi-peru","https://ohi-science.shinyapps.io/peru",""
"Philippines",TRUE,"","https://github.com/OHI-Science/ohi-philippines","https://ohi-science.shinyapps.io/philippines",""
"Portugal",TRUE,"","https://github.com/OHI-Science/ohi-portugal","https://ohi-science.shinyapps.io/portugal",""
"Reunion",TRUE,"","https://github.com/OHI-Science/ohi-reunion","https://ohi-science.shinyapps.io/reunion",""
"Russia",TRUE,"","https://github.com/OHI-Science/ohi-russia","https://ohi-science.shinyapps.io/russia",""
"Saint Helena",TRUE,"","https://github.com/OHI-Science/ohi-saint_helena","https://ohi-science.shinyapps.io/saint_helena",""
"Saint Lucia",TRUE,"","https://github.com/OHI-Science/ohi-saint_lucia","https://ohi-science.shinyapps.io/saint_lucia",""
"Saint Pierre and Miquelon",TRUE,"","https://github.com/OHI-Science/ohi-saint_pierre_and_miquelon","https://ohi-science.shinyapps.io/saint_pierre_and_miquelon",""
"Saint Vincent and the Grenadines",TRUE,"","https://github.com/OHI-Science/ohi-saint_vincent_and_the_grenadines","https://ohi-science.shinyapps.io/saint_vincent_and_the_grenadines",""
"Samoa",TRUE,"","https://github.com/OHI-Science/ohi-samoa","https://ohi-science.shinyapps.io/samoa",""
"Sao Tome and Principe",TRUE,"","https://github.com/OHI-Science/ohi-sao_tome_and_principe","https://ohi-science.shinyapps.io/sao_tome_and_principe",""
"Saudi Arabia",TRUE,"","https://github.com/OHI-Science/ohi-saudi_arabia","https://ohi-science.shinyapps.io/saudi_arabia",""
"Senegal",TRUE,"","https://github.com/OHI-Science/ohi-senegal","https://ohi-science.shinyapps.io/senegal",""
"Seychelles",TRUE,"","https://github.com/OHI-Science/ohi-seychelles","https://ohi-science.shinyapps.io/seychelles",""
"Sierra Leone",TRUE,"","https://github.com/OHI-Science/ohi-sierra_leone","https://ohi-science.shinyapps.io/sierra_leone",""
"Singapore",TRUE,"","https://github.com/OHI-Science/ohi-singapore","https://ohi-science.shinyapps.io/singapore",""
"Sint Maarten",TRUE,"","https://github.com/OHI-Science/ohi-sint_maarten","https://ohi-science.shinyapps.io/sint_maarten",""
"Slovenia",TRUE,"","https://github.com/OHI-Science/ohi-slovenia","https://ohi-science.shinyapps.io/slovenia",""
"Solomon Islands",TRUE,"","https://github.com/OHI-Science/ohi-solomon_islands","https://ohi-science.shinyapps.io/solomon_islands",""
"Somalia",TRUE,"","https://github.com/OHI-Science/ohi-somalia","https://ohi-science.shinyapps.io/somalia",""
"South Africa",TRUE,"","https://github.com/OHI-Science/ohi-south_africa","https://ohi-science.shinyapps.io/south_africa",""
"South Georgia and the South Sandwich Islands",TRUE,"","https://github.com/OHI-Science/ohi-south_georgia_and_the_south_sandwich_islands","https://ohi-science.shinyapps.io/south_georgia_and_the_south_sandwich_islands",""
"Sri Lanka",TRUE,"","https://github.com/OHI-Science/ohi-sri_lanka","https://ohi-science.shinyapps.io/sri_lanka",""
"Sudan",TRUE,"","https://github.com/OHI-Science/ohi-sudan","https://ohi-science.shinyapps.io/sudan",""
"Suriname",TRUE,"","https://github.com/OHI-Science/ohi-suriname","https://ohi-science.shinyapps.io/suriname",""
"Sweden",TRUE,"","https://github.com/OHI-Science/ohi-sweden","https://ohi-science.shinyapps.io/sweden",""
"Syria",TRUE,"","https://github.com/OHI-Science/ohi-syria","https://ohi-science.shinyapps.io/syria",""
"Taiwan",TRUE,"","https://github.com/OHI-Science/ohi-taiwan","https://ohi-science.shinyapps.io/taiwan",""
"Tanzania",TRUE,"","https://github.com/OHI-Science/ohi-tanzania","https://ohi-science.shinyapps.io/tanzania",""
"Thailand",TRUE,"","https://github.com/OHI-Science/ohi-thailand","https://ohi-science.shinyapps.io/thailand",""
"Tokelau",TRUE,"","https://github.com/OHI-Science/ohi-tokelau","https://ohi-science.shinyapps.io/tokelau",""
"Tonga",TRUE,"","https://github.com/OHI-Science/ohi-tonga","https://ohi-science.shinyapps.io/tonga",""
"Trinidad and Tobago",TRUE,"","https://github.com/OHI-Science/ohi-trinidad_and_tobago","https://ohi-science.shinyapps.io/trinidad_and_tobago",""
"Tunisia",TRUE,"","https://github.com/OHI-Science/ohi-tunisia","https://ohi-science.shinyapps.io/tunisia",""
"Turkey",TRUE,"","https://github.com/OHI-Science/ohi-turkey","https://ohi-science.shinyapps.io/turkey",""
"Turks and Caicos Islands",TRUE,"","https://github.com/OHI-Science/ohi-turks_and_caicos_islands","https://ohi-science.shinyapps.io/turks_and_caicos_islands",""
"Tuvalu",TRUE,"","https://github.com/OHI-Science/ohi-tuvalu","https://ohi-science.shinyapps.io/tuvalu",""
"United Arab Emirates",TRUE,"","https://github.com/OHI-Science/ohi-united_arab_emirates","https://ohi-science.shinyapps.io/united_arab_emirates",""
"United Kingdom",TRUE,"","https://github.com/OHI-Science/ohi-united_kingdom","https://ohi-science.shinyapps.io/united_kingdom",""
"Vanuatu",TRUE,"","https://github.com/OHI-Science/ohi-vanuatu","https://ohi-science.shinyapps.io/vanuatu",""
"Venezuela",TRUE,"","https://github.com/OHI-Science/ohi-venezuela","https://ohi-science.shinyapps.io/venezuela",""
"Vietnam",TRUE,"","https://github.com/OHI-Science/ohi-vietnam","https://ohi-science.shinyapps.io/vietnam",""
"Wallis and Futuna",TRUE,"","https://github.com/OHI-Science/ohi-wallis_and_futuna","https://ohi-science.shinyapps.io/wallis_and_futuna",""
"Western Sahara",TRUE,"","https://github.com/OHI-Science/ohi-western_sahara","https://ohi-science.shinyapps.io/western_sahara",""
"Yemen",TRUE,"","https://github.com/OHI-Science/ohi-yemen","https://ohi-science.shinyapps.io/yemen",""
"Bouvet Island",FALSE,"calc","","","Error : value.var (val_chr) not found in input"
"Finland",FALSE,"calc","","","Error : value.var (val_chr) not found in input"
"Heard and McDonald Islands",FALSE,"calc","","","Error : value.var (val_chr) not found in input"
"Latvia",FALSE,"calc","","","Error : value.var (val_chr) not found in input"
"Lithuania",FALSE,"calc","","","Error : value.var (val_chr) not found in input"
"Poland",FALSE,"calc","","","Error : value.var (val_chr) not found in input"
"Cook Islands",FALSE,"calc","","","Error in eval(expr, envir, enclos) : 0 (non-NA) cases"
"Estonia",FALSE,"calc","","","Error in eval(expr, envir, enclos) : 0 (non-NA) cases"
"Kenya",FALSE,"calc","","","Error in eval(expr, envir, enclos) : 0 (non-NA) cases"
"Nigeria",FALSE,"calc","","","Error in eval(expr, envir, enclos) : 0 (non-NA) cases"
"Qatar",FALSE,"calc","","","Error in eval(expr, envir, enclos) : 0 (non-NA) cases"
"Romania",FALSE,"calc","","","Error in eval(expr, envir, enclos) : 0 (non-NA) cases"
"Saint Kitts and Nevis",FALSE,"calc","","","Error in eval(expr, envir, enclos) : 0 (non-NA) cases"
"Uruguay",FALSE,"calc","","","Error in eval(expr, envir, enclos) : 0 (non-NA) cases"
"Bosnia and Herzegovina",FALSE,"calc","","","Error in eval(expr, envir, enclos) : not compatible with requested type"
"Clipperton Island",FALSE,"calc","","","Error in eval(expr, envir, enclos) : not compatible with requested type"
"Comoro Islands",FALSE,"calc","","","Error in eval(expr, envir, enclos) : not compatible with requested type"
"Djibouti",FALSE,"calc","","","Error in eval(expr, envir, enclos) : not compatible with requested type"
"Faeroe Islands",FALSE,"calc","","","Error in eval(expr, envir, enclos) : not compatible with requested type"
"Guyana",FALSE,"calc","","","Error in eval(expr, envir, enclos) : not compatible with requested type"
"Iraq",FALSE,"calc","","","Error in eval(expr, envir, enclos) : not compatible with requested type"
"Kiribati",FALSE,"calc","","","Error in eval(expr, envir, enclos) : not compatible with requested type"
"Marshall Islands",FALSE,"calc","","","Error in eval(expr, envir, enclos) : not compatible with requested type"
"Monaco",FALSE,"calc","","","Error in eval(expr, envir, enclos) : not compatible with requested type"
"Norfolk Island",FALSE,"calc","","","Error in eval(expr, envir, enclos) : not compatible with requested type"
"Oman",FALSE,"calc","","","Error in eval(expr, envir, enclos) : not compatible with requested type"
"Republique du Congo",FALSE,"calc","","","Error in eval(expr, envir, enclos) : not compatible with requested type"
"South Korea",FALSE,"calc","","","Error in eval(expr, envir, enclos) : not compatible with requested type"
"Spain",FALSE,"calc","","","Error in eval(expr, envir, enclos) : not compatible with requested type"
"Togo",FALSE,"calc","","","Error in eval(expr, envir, enclos) : not compatible with requested type"
"Ukraine",FALSE,"calc","","","Error in eval(expr, envir, enclos) : not compatible with requested type"
"Curacao",FALSE,"calc","","","Error in eval(expr, envir, enclos) : object 'saup_id' not found"
"Guernsey",FALSE,"calc","","","Error in eval(expr, envir, enclos) : object 'saup_id' not found"
"Jersey",FALSE,"calc","","","Error in eval(expr, envir, enclos) : object 'saup_id' not found"
"Northern Saint-Martin",FALSE,"calc","","","Error in eval(expr, envir, enclos) : object 'saup_id' not found"
"Bermuda",FALSE,"calc","","","Error in list_to_dataframe(res, attr(.data, ""split_labels""), .id, id_as_factor) :       Results must be all atomic, or all data frames"
"Eritrea",FALSE,"calc","","","Error in mean(c(jobs, 1), na.rm = TRUE) : object 'jobs' not found"
"Georgia",FALSE,"calc","","","Error in mean(c(jobs, 1), na.rm = TRUE) : object 'jobs' not found"
"Mauritania",FALSE,"calc","","","Error in mean(c(jobs, 1), na.rm = TRUE) : object 'jobs' not found"
"Micronesia",FALSE,"calc","","","Error in mean(c(jobs, 1), na.rm = TRUE) : object 'jobs' not found"
"Niue",FALSE,"calc","","","Error in mean(c(jobs, 1), na.rm = TRUE) : object 'jobs' not found"
"Chile",FALSE,"cntry_key multiple","","",""
"Ecuador",FALSE,"cntry_key multiple","","",""
"United States",FALSE,"cntry_key multiple","","",""
"Brazil",FALSE,"excepted b/c existing repo","","",""
"Canada",FALSE,"excepted b/c existing repo","","",""
"China",FALSE,"excepted b/c existing repo","","",""
"Fiji",FALSE,"excepted b/c existing repo","","",""
"Ivory Coast",FALSE,"shp_to_geojson","","","Error : file.exists(shp) is not TRUE"
