"sc_key","travis_secure","travis_recip","travis_status","date_checked"
"cpt",TRUE,TRUE,"enabled","2015-05-20 14:13:05"
"cpv",TRUE,TRUE,"enabled","2015-05-20 14:13:46"
"cri",TRUE,TRUE,"enabled","2015-05-20 14:13:59"
"cub",TRUE,TRUE,"enabled","2015-05-20 14:14:21"
"cuw",TRUE,TRUE,"enabled","2015-05-20 14:14:31"
"cxr",TRUE,TRUE,"enabled","2015-05-20 14:14:48"
"cym",TRUE,TRUE,"enabled","2015-05-20 14:15:07"
"cyp",TRUE,TRUE,"enabled","2015-05-20 14:15:23"
"deu",TRUE,TRUE,"enabled","2015-05-20 14:15:35"
"dji",TRUE,TRUE,"enabled","2015-05-20 14:15:45"
"dma",TRUE,TRUE,"enabled","2015-05-20 14:15:59"
"dnk",TRUE,TRUE,"enabled","2015-05-20 14:16:09"
"dom",TRUE,TRUE,"enabled","2015-05-20 14:16:28"
"dza",TRUE,TRUE,"enabled","2015-05-20 14:16:47"
"ecu",TRUE,TRUE,"enabled","2015-05-20 14:17:14"
"egy",TRUE,TRUE,"enabled","2015-05-20 14:17:36"
"eri",TRUE,TRUE,"enabled","2015-05-20 14:17:57"
"esh",TRUE,TRUE,"enabled","2015-05-20 14:18:09"
"esp",TRUE,TRUE,"enabled","2015-05-20 14:18:19"
"est",TRUE,TRUE,"enabled","2015-05-20 14:18:31"
"fin",TRUE,TRUE,"enabled","2015-05-20 14:18:42"
"fji",TRUE,TRUE,"enabled","2015-05-20 14:18:52"
"flk",TRUE,TRUE,"enabled","2015-05-20 14:19:03"
"fra",TRUE,TRUE,"enabled","2015-05-20 14:19:12"
"fro",TRUE,TRUE,"enabled","2015-05-20 14:19:22"
"fsm",TRUE,TRUE,"enabled","2015-05-20 14:19:43"
"gab",TRUE,TRUE,"enabled","2015-05-20 14:20:03"
"gbr",TRUE,TRUE,"enabled","2015-05-20 14:20:28"
"geo",TRUE,TRUE,"enabled","2015-05-20 14:20:42"
"ggy",TRUE,TRUE,"enabled","2015-05-20 14:20:55"
"gha",TRUE,TRUE,"enabled","2015-05-20 14:21:06"
"gib",TRUE,TRUE,"enabled","2015-05-20 14:21:17"
"gin",TRUE,TRUE,"enabled","2015-05-20 14:21:27"
"gmb",TRUE,TRUE,"enabled","2015-05-20 14:21:38"
"gnq",FALSE,TRUE,"logged","2015-05-20 14:21:45"
"grc",FALSE,TRUE,"logged","2015-05-20 14:21:50"
"grd",FALSE,TRUE,"logged","2015-05-20 14:21:54"
"grl",FALSE,TRUE,"logged","2015-05-20 14:22:01"
"gtm",FALSE,TRUE,"logged","2015-05-20 14:22:05"
"guf",FALSE,TRUE,"logged","2015-05-20 14:22:10"
"guy",FALSE,TRUE,"logged","2015-05-20 14:22:14"
"hmd",FALSE,TRUE,"logged","2015-05-20 14:22:18"
"hnd",FALSE,TRUE,"logged","2015-05-20 14:22:26"
"hrv",FALSE,TRUE,"logged","2015-05-20 14:22:32"
"hti",FALSE,TRUE,"logged","2015-05-20 14:22:37"
"idn",FALSE,TRUE,"logged","2015-05-20 14:22:42"
"ind",FALSE,TRUE,"logged","2015-05-20 14:22:46"
"iot",FALSE,TRUE,"logged","2015-05-20 14:22:51"
"irl",FALSE,TRUE,"logged","2015-05-20 14:22:55"
"irn",FALSE,TRUE,"logged","2015-05-20 14:23:01"
"irq",FALSE,TRUE,"logged","2015-05-20 14:23:05"
"isl",FALSE,TRUE,"logged","2015-05-20 14:23:10"
"ita",FALSE,TRUE,"logged","2015-05-20 14:23:17"
"jam",FALSE,TRUE,"logged","2015-05-20 14:23:21"
"jey",FALSE,TRUE,"logged","2015-05-20 14:23:26"
"jor",FALSE,TRUE,"logged","2015-05-20 14:23:30"
"jpn",FALSE,TRUE,"logged","2015-05-20 14:23:36"
"ken",FALSE,TRUE,"logged","2015-05-20 14:23:51"
"khm",FALSE,TRUE,"logged","2015-05-20 14:23:56"
"kir",FALSE,TRUE,"logged","2015-05-20 14:24:00"
"kna",FALSE,TRUE,"logged","2015-05-20 14:24:05"
"kor",FALSE,TRUE,"logged","2015-05-20 14:24:16"
"kwt",FALSE,TRUE,"logged","2015-05-20 14:24:21"
"lbn",FALSE,TRUE,"logged","2015-05-20 14:24:26"
"lbr",FALSE,TRUE,"logged","2015-05-20 14:24:33"
"lby",FALSE,TRUE,"logged","2015-05-20 14:24:38"
"lca",FALSE,TRUE,"logged","2015-05-20 14:24:43"
"lka",FALSE,TRUE,"logged","2015-05-20 14:24:48"
"ltu",FALSE,TRUE,"logged","2015-05-20 14:24:53"
"lva",FALSE,TRUE,"logged","2015-05-20 14:24:58"
"gnb",TRUE,TRUE,"enabled","2015-05-20 16:06:43"
"pol",TRUE,TRUE,"enabled","2015-05-20 16:11:29"
