"rgn_id","rgn_name"
1,"SE_BB"
2,"SE_BS"
3,"SE_BP"
4,"SE_KT"
5,"SE_SO"
6,"FI_BB"
7,"FI_BS"
8,"FI_AS"
9,"FI_GF"
10,"FI_BP"
11,"DK_BP"
12,"DK_KT"
13,"DK_SO"
14,"DK_WB"
15,"DE_BP"
16,"DE_WB"
17,"PL_BP"
18,"RU_GF"
19,"RU_BP"
20,"LT_BP"
21,"LV_BP"
22,"LV_GR"
23,"ES_GF"
24,"ES_BP"
25,"ES_GR"
