"rgn_id","species","sust_coeff"
1,"Atlantic salmon",0.53
1,"Blue mussel",0.77
1,"European flat oyster",0.87
1,"Rainbow trout",0.53
2,"Atlantic salmon",0.53
2,"Blue mussel",0.77
2,"European flat oyster",0.87
2,"Rainbow trout",0.53
3,"Atlantic salmon",0.53
3,"Blue mussel",0.77
3,"European flat oyster",0.87
3,"Rainbow trout",0.53
4,"Atlantic salmon",0.53
4,"Blue mussel",0.77
4,"European flat oyster",0.87
4,"Rainbow trout",0.53
5,"Atlantic salmon",0.53
5,"Blue mussel",0.77
5,"European flat oyster",0.87
5,"Rainbow trout",0.53
6,"Atlantic salmon",0.5
6,"European whitefish",0.44401
6,"Rainbow trout",0.566667
6,"Sea trout",0.466667
7,"Atlantic salmon",0.5
7,"European whitefish",0.44401
7,"Rainbow trout",0.566667
7,"Sea trout",0.466667
8,"Atlantic salmon",0.5
8,"European whitefish",0.44401
8,"Rainbow trout",0.566667
8,"Sea trout",0.466667
9,"Atlantic salmon",0.5
9,"European whitefish",0.44401
9,"Rainbow trout",0.566667
9,"Sea trout",0.466667
10,NA,NA
11,"Atlantic cod",0.283333
11,"Atlantic salmon",0.5
11,"Blue mussel",0.93
11,"European eel",0.43
11,"European flounder",0.44401
11,"European whitefish",0.44401
11,"Marine fishes nei",0.477778
11,"Rainbow trout",0.566667
11,"Sea trout",0.466667
11,"Turbot",0.5
12,"Atlantic cod",0.283333
12,"Atlantic salmon",0.5
12,"Blue mussel",0.93
12,"European eel",0.43
12,"European flounder",0.44401
12,"European whitefish",0.44401
12,"Marine fishes nei",0.477778
12,"Rainbow trout",0.566667
12,"Sea trout",0.466667
12,"Turbot",0.5
13,"Atlantic cod",0.283333
13,"Atlantic salmon",0.5
13,"Blue mussel",0.93
13,"European eel",0.43
13,"European flounder",0.44401
13,"European whitefish",0.44401
13,"Marine fishes nei",0.477778
13,"Rainbow trout",0.566667
13,"Sea trout",0.466667
13,"Turbot",0.5
14,"Atlantic cod",0.283333
14,"Atlantic salmon",0.5
14,"Blue mussel",0.93
14,"European eel",0.43
14,"European flounder",0.44401
14,"European whitefish",0.44401
14,"Marine fishes nei",0.477778
14,"Rainbow trout",0.566667
14,"Sea trout",0.466667
14,"Turbot",0.5
15,"Bastard halibut",0.44401
15,"Blue mussel",0.93
15,"Clams, etc. nei",0.811765
15,"Common edible cockle",0.733333
15,"European seabass",0.57
15,"Pacific cupped oyster",0.53
15,"Rainbow trout",0.566667
15,"Turbot",0.5
16,"Bastard halibut",0.44401
16,"Blue mussel",0.93
16,"Clams, etc. nei",0.811765
16,"Common edible cockle",0.733333
16,"European seabass",0.57
16,"Pacific cupped oyster",0.53
16,"Rainbow trout",0.566667
16,"Turbot",0.5
17,"Abalones nei",0.547778
17,"Akiami paste shrimp",0.366667
17,"Amberjacks nei",0.44401
17,"American cupped oyster",0.887879
