"saup_id","rgn_id","prop_area"
752,1,0.0523125
752,2,0.0422232
752,3,0.119734
752,4,0.0228829
752,5,0.251229
246,6,0.13162
246,7,0.746302
246,8,0.10381
246,9,0.0182686
NA,10,NA
208,11,0.0664415
208,12,0.0385491
208,13,0.0165333
208,14,0.0910939
276,15,0.000168058
276,16,0.407587
616,17,0.00491362
645,18,0.0044136
647,18,0.000225529
648,18,3.92468e-05
649,18,0.0115352
650,18,0.0110562
651,18,4.3042e-05
645,19,0.00138464
647,19,7.07533e-05
648,19,1.23126e-05
649,19,0.00361885
650,19,0.00346856
651,19,1.35032e-05
440,20,1
428,21,0.819069
428,22,0.180931
233,23,0.0823705
233,24,0.409289
233,25,0.220036
