"rgn_id","trend_yrs"
1,"5_yr"
2,"5_yr"
3,"5_yr"
4,"5_yr"
5,"5_yr"
6,"5_yr"
7,"5_yr"
8,"5_yr"
9,"5_yr"
10,NA
11,"5_yr"
12,"5_yr"
13,"5_yr"
14,"5_yr"
15,"5_yr"
16,"5_yr"
17,"5_yr"
18,"5_yr"
19,"5_yr"
20,"5_yr"
21,"5_yr"
22,"5_yr"
23,"5_yr"
24,"5_yr"
25,"5_yr"
