"rgn_id","pressures.score"
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,NA
11,0.176336
12,0.176336
13,0.176336
14,0.176336
15,0.0462019
16,0.0462019
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
