"url","file"
"http://tile.stamen.com/toner-lite/5/6/15.png","toner-lite-5-6-15.rds"
"http://tile.stamen.com/toner-lite/5/7/15.png","toner-lite-5-7-15.rds"
"http://tile.stamen.com/toner-lite/5/8/15.png","toner-lite-5-8-15.rds"
"http://tile.stamen.com/toner-lite/5/9/15.png","toner-lite-5-9-15.rds"
"http://tile.stamen.com/toner-lite/5/6/16.png","toner-lite-5-6-16.rds"
"http://tile.stamen.com/toner-lite/5/7/16.png","toner-lite-5-7-16.rds"
"http://tile.stamen.com/toner-lite/5/8/16.png","toner-lite-5-8-16.rds"
"http://tile.stamen.com/toner-lite/5/9/16.png","toner-lite-5-9-16.rds"
"http://tile.stamen.com/toner-lite/6/14/30.png","toner-lite-6-14-30.rds"
"http://tile.stamen.com/toner-lite/6/15/30.png","toner-lite-6-15-30.rds"
"http://tile.stamen.com/toner-lite/6/16/30.png","toner-lite-6-16-30.rds"
"http://tile.stamen.com/toner-lite/6/17/30.png","toner-lite-6-17-30.rds"
"http://tile.stamen.com/toner-lite/6/18/30.png","toner-lite-6-18-30.rds"
"http://tile.stamen.com/toner-lite/6/14/31.png","toner-lite-6-14-31.rds"
"http://tile.stamen.com/toner-lite/6/15/31.png","toner-lite-6-15-31.rds"
"http://tile.stamen.com/toner-lite/6/16/31.png","toner-lite-6-16-31.rds"
"http://tile.stamen.com/toner-lite/6/17/31.png","toner-lite-6-17-31.rds"
"http://tile.stamen.com/toner-lite/6/18/31.png","toner-lite-6-18-31.rds"
"http://tile.stamen.com/toner-lite/6/14/32.png","toner-lite-6-14-32.rds"
"http://tile.stamen.com/toner-lite/6/15/32.png","toner-lite-6-15-32.rds"
"http://tile.stamen.com/toner-lite/6/16/32.png","toner-lite-6-16-32.rds"
"http://tile.stamen.com/toner-lite/6/17/32.png","toner-lite-6-17-32.rds"
"http://tile.stamen.com/toner-lite/6/18/32.png","toner-lite-6-18-32.rds"
"http://tile.stamen.com/toner-lite/6/14/33.png","toner-lite-6-14-33.rds"
"http://tile.stamen.com/toner-lite/6/15/33.png","toner-lite-6-15-33.rds"
"http://tile.stamen.com/toner-lite/6/16/33.png","toner-lite-6-16-33.rds"
"http://tile.stamen.com/toner-lite/6/17/33.png","toner-lite-6-17-33.rds"
"http://tile.stamen.com/toner-lite/6/18/33.png","toner-lite-6-18-33.rds"
"http://tile.stamen.com/toner-lite/5/7/14.png","toner-lite-5-7-14.rds"
"http://tile.stamen.com/toner-lite/5/8/14.png","toner-lite-5-8-14.rds"
"http://tile.stamen.com/toner-lite/5/9/14.png","toner-lite-5-9-14.rds"
"http://tile.stamen.com/toner-lite/5/7/17.png","toner-lite-5-7-17.rds"
"http://tile.stamen.com/toner-lite/5/8/17.png","toner-lite-5-8-17.rds"
"http://tile.stamen.com/toner-lite/5/9/17.png","toner-lite-5-9-17.rds"
